region_1,region_2,technology_1,technology_2,parameter,value
HU,HU,ocgtHydrogen,,capaConvResi,10.13
IE,IE,ocgtHydrogen,,capaConvResi,2.83
IT,IT,ocgtHydrogen,,capaConvResi,39.54
LT,LT,ocgtHydrogen,,capaConvResi,2.05
LU,LU,ocgtHydrogen,,capaConvResi,0
LV,LV,ocgtHydrogen,,capaConvResi,14.67
NL,NL,ocgtHydrogen,,capaConvResi,61.39
NO,NO,ocgtHydrogen,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,ocgtHydrogen,,capaConvResi,5.5
PL,PL,ocgtHydrogen,,capaConvResi,36.87
PT,PT,ocgtHydrogen,,capaConvResi,6.18
RO,RO,ocgtHydrogen,,capaConvResi,28.51
SE,SE,ocgtHydrogen,,capaConvResi,17.09
SI,SI,ocgtHydrogen,,capaConvResi,1.24
SK,SK,ocgtHydrogen,,capaConvResi,3.97
TR,TR,ocgtHydrogen,,capaConvResi,63.44
UK,UK,ocgtHydrogen,,capaConvResi,101.68
AT,AT,gasPlant,,capaConvResi,0
BE,BE,gasPlant,,capaConvResi,2.56
BG,BG,gasPlant,,capaConvResi,0
CH,CH,gasPlant,,capaConvResi,0
CZ,CZ,gasPlant,,capaConvResi,0
DK,DK,gasPlant,,capaConvResi,0
EE,EE,gasPlant,,capaConvResi,0
ES,ES,gasPlant,,capaConvResi,0
FI,FI,gasPlant,,capaConvResi,7.09
FR,FR,gasPlant,,capaConvResi,0
GR,GR,gasPlant,,capaConvResi,0
HR,HR,gasPlant,,capaConvResi,0
HU,HU,gasPlant,,capaConvResi,0
IE,IE,gasPlant,,capaConvResi,0
IT,IT,gasPlant,,capaConvResi,0
LT,LT,gasPlant,,capaConvResi,0
LU,LU,gasPlant,,capaConvResi,0
LV,LV,gasPlant,,capaConvResi,0
NL,NL,gasPlant,,capaConvResi,0
NO,NO,gasPlant,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,gasPlant,,capaConvResi,0
PL,PL,gasPlant,,capaConvResi,0
PT,PT,gasPlant,,capaConvResi,0
RO,RO,gasPlant,,capaConvResi,0
SE,SE,gasPlant,,capaConvResi,0
SI,SI,gasPlant,,capaConvResi,0
SK,SK,gasPlant,,capaConvResi,0
TR,TR,gasPlant,,capaConvResi,0
UK,UK,gasPlant,,capaConvResi,0
AT,AT,wind_onshore,onshore_b,capaConvResi,0
BE,BE,wind_onshore,onshore_b,capaConvResi,0
BG,BG,wind_onshore,onshore_b,capaConvResi,0
CH,CH,wind_onshore,onshore_b,capaConvResi,0
CZ,CZ,wind_onshore,onshore_b,capaConvResi,0
DK,DK,wind_onshore,onshore_b,capaConvResi,0
EE,EE,wind_onshore,onshore_b,capaConvResi,0
ES,ES,wind_onshore,onshore_b,capaConvResi,0
FI,FI,wind_onshore,onshore_b,capaConvResi,0
FR,FR,wind_onshore,onshore_b,capaConvResi,0
GR,GR,wind_onshore,onshore_b,capaConvResi,0
HR,HR,wind_onshore,onshore_b,capaConvResi,0
HU,HU,wind_onshore,onshore_b,capaConvResi,0
IE,IE,wind_onshore,onshore_b,capaConvResi,0
IT,IT,wind_onshore,onshore_b,capaConvResi,0
LT,LT,wind_onshore,onshore_b,capaConvResi,0
LU,LU,wind_onshore,onshore_b,capaConvResi,0
LV,LV,wind_onshore,onshore_b,capaConvResi,0
NL,NL,wind_onshore,onshore_b,capaConvResi,0
NO,NO,wind_onshore,onshore_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,wind_onshore,onshore_b,capaConvResi,6.85
PL,PL,wind_onshore,onshore_b,capaConvResi,0
PT,PT,wind_onshore,onshore_b,capaConvResi,0
RO,RO,wind_onshore,onshore_b,capaConvResi,0
SE,SE,wind_onshore,onshore_b,capaConvResi,0
SI,SI,wind_onshore,onshore_b,capaConvResi,0
SK,SK,wind_onshore,onshore_b,capaConvResi,0
TR,TR,wind_onshore,onshore_b,capaConvResi,0
UK,UK,wind_onshore,onshore_b,capaConvResi,0
AT,AT,openspace,openspace_b,capaConvResi,15.05
BE,BE,openspace,openspace_b,capaConvResi,14.6
BG,BG,openspace,openspace_b,capaConvResi,8.45
CH,CH,openspace,openspace_b,capaConvResi,9.35
CZ,CZ,openspace,openspace_b,capaConvResi,19
DK,DK,openspace,openspace_b,capaConvResi,8.7
EE,EE,openspace,openspace_b,capaConvResi,0
ES,ES,openspace,openspace_b,capaConvResi,118.5
FI,FI,openspace,openspace_b,capaConvResi,0
FR,FR,openspace,openspace_b,capaConvResi,114.2
GR,GR,openspace,openspace_b,capaConvResi,39
HR,HR,openspace,openspace_b,capaConvResi,5.85
HU,HU,openspace,openspace_b,capaConvResi,11.65
IE,IE,openspace,openspace_b,capaConvResi,8.15
IT,IT,openspace,openspace_b,capaConvResi,74.1
LT,LT,openspace,openspace_b,capaConvResi,0
LU,LU,openspace,openspace_b,capaConvResi,1.05
LV,LV,openspace,openspace_b,capaConvResi,0
NL,NL,openspace,openspace_b,capaConvResi,18.05
NO,NO,openspace,openspace_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,openspace,openspace_b,capaConvResi,43.8
PL,PL,openspace,openspace_b,capaConvResi,75
PT,PT,openspace,openspace_b,capaConvResi,12.55
RO,RO,openspace,openspace_b,capaConvResi,63
SE,SE,openspace,openspace_b,capaConvResi,0
SI,SI,openspace,openspace_b,capaConvResi,2.85
SK,SK,openspace,openspace_b,capaConvResi,8.8
TR,TR,openspace,openspace_b,capaConvResi,196.52
UK,UK,openspace,openspace_b,capaConvResi,76.5
AT,AT,biomassPlant,,capaConvResi,0
BE,BE,biomassPlant,,capaConvResi,0
BG,BG,biomassPlant,,capaConvResi,0
CH,CH,biomassPlant,,capaConvResi,0
CZ,CZ,biomassPlant,,capaConvResi,0
DK,DK,biomassPlant,,capaConvResi,0
EE,EE,biomassPlant,,capaConvResi,0
ES,ES,biomassPlant,,capaConvResi,0
FI,FI,biomassPlant,,capaConvResi,0
FR,FR,biomassPlant,,capaConvResi,0
GR,GR,biomassPlant,,capaConvResi,0
HR,HR,biomassPlant,,capaConvResi,0
HU,HU,biomassPlant,,capaConvResi,0
IE,IE,biomassPlant,,capaConvResi,0
IT,IT,biomassPlant,,capaConvResi,0
LT,LT,biomassPlant,,capaConvResi,0
LU,LU,biomassPlant,,capaConvResi,0
LV,LV,biomassPlant,,capaConvResi,0
NL,NL,biomassPlant,,capaConvResi,0
NO,NO,biomassPlant,,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,biomassPlant,,capaConvResi,0
PL,PL,biomassPlant,,capaConvResi,0
PT,PT,biomassPlant,,capaConvResi,0
RO,RO,biomassPlant,,capaConvResi,0
SE,SE,biomassPlant,,capaConvResi,0
SI,SI,biomassPlant,,capaConvResi,0
SK,SK,biomassPlant,,capaConvResi,0
TR,TR,biomassPlant,,capaConvResi,0
UK,UK,biomassPlant,,capaConvResi,0
AT,AT,battery,grid,capaStOutResi,0
BE,BE,battery,grid,capaStOutResi,1.38
BG,BG,battery,grid,capaStOutResi,0
CH,CH,battery,grid,capaStOutResi,0
CZ,CZ,battery,grid,capaStOutResi,2.2
DK,DK,battery,grid,capaStOutResi,0
EE,EE,battery,grid,capaStOutResi,0
ES,ES,battery,grid,capaStOutResi,18.28
FI,FI,battery,grid,capaStOutResi,2.84
FR,FR,battery,grid,capaStOutResi,10
GR,GR,battery,grid,capaStOutResi,11.78
HR,HR,battery,grid,capaStOutResi,0.25
HU,HU,battery,grid,capaStOutResi,0
IE,IE,battery,grid,capaStOutResi,1.59
IT,IT,battery,grid,capaStOutResi,5.02
LT,LT,battery,grid,capaStOutResi,0.18
LU,LU,battery,grid,capaStOutResi,0
LV,LV,battery,grid,capaStOutResi,0
NL,NL,battery,grid,capaStOutResi,2.94
NO,NO,battery,grid,capaStOutResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStOutResi,13.16
PL,PL,battery,grid,capaStOutResi,11.14
PT,PT,battery,grid,capaStOutResi,0
RO,RO,battery,grid,capaStOutResi,11.41
SE,SE,battery,grid,capaStOutResi,0
SI,SI,battery,grid,capaStOutResi,0
SK,SK,battery,grid,capaStOutResi,0.76
TR,TR,battery,grid,capaStOutResi,63.43
UK,UK,battery,grid,capaStOutResi,5.16
AT,AT,battery,grid,capaStSizeResi,0
BE,BE,battery,grid,capaStSizeResi,2.75
BG,BG,battery,grid,capaStSizeResi,0.02
CH,CH,battery,grid,capaStSizeResi,0
CZ,CZ,battery,grid,capaStSizeResi,4.4
DK,DK,battery,grid,capaStSizeResi,0
EE,EE,battery,grid,capaStSizeResi,0
ES,ES,battery,grid,capaStSizeResi,36.55
FI,FI,battery,grid,capaStSizeResi,5.68
FR,FR,battery,grid,capaStSizeResi,20
GR,GR,battery,grid,capaStSizeResi,23.56
HR,HR,battery,grid,capaStSizeResi,0.5
HU,HU,battery,grid,capaStSizeResi,0
IE,IE,battery,grid,capaStSizeResi,3.17
IT,IT,battery,grid,capaStSizeResi,10.04
LT,LT,battery,grid,capaStSizeResi,0.36
LU,LU,battery,grid,capaStSizeResi,0
LV,LV,battery,grid,capaStSizeResi,0
NL,NL,battery,grid,capaStSizeResi,5.87
NO,NO,battery,grid,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStSizeResi,26.32
PL,PL,battery,grid,capaStSizeResi,22.28
PT,PT,battery,grid,capaStSizeResi,0
RO,RO,battery,grid,capaStSizeResi,22.82
SE,SE,battery,grid,capaStSizeResi,0
SI,SI,battery,grid,capaStSizeResi,0
SK,SK,battery,grid,capaStSizeResi,1.52
TR,TR,battery,grid,capaStSizeResi,126.86
UK,UK,battery,grid,capaStSizeResi,10.32
AT,AT,battery,grid,capaStInResi,0
BE,BE,battery,grid,capaStInResi,1.38
BG,BG,battery,grid,capaStInResi,0
CH,CH,battery,grid,capaStInResi,0
CZ,CZ,battery,grid,capaStInResi,2.2
DK,DK,battery,grid,capaStInResi,0
EE,EE,battery,grid,capaStInResi,0
ES,ES,battery,grid,capaStInResi,18.28
FI,FI,battery,grid,capaStInResi,2.84
FR,FR,battery,grid,capaStInResi,10
GR,GR,battery,grid,capaStInResi,11.78
HR,HR,battery,grid,capaStInResi,0.25
HU,HU,battery,grid,capaStInResi,0
IE,IE,battery,grid,capaStInResi,1.59
IT,IT,battery,grid,capaStInResi,5.02
LT,LT,battery,grid,capaStInResi,0.18
LU,LU,battery,grid,capaStInResi,0
LV,LV,battery,grid,capaStInResi,0
NL,NL,battery,grid,capaStInResi,2.94
NO,NO,battery,grid,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStInResi,13.16
PL,PL,battery,grid,capaStInResi,11.14
PT,PT,battery,grid,capaStInResi,0
RO,RO,battery,grid,capaStInResi,11.41
SE,SE,battery,grid,capaStInResi,0
SI,SI,battery,grid,capaStInResi,0
SK,SK,battery,grid,capaStInResi,0.76
TR,TR,battery,grid,capaStInResi,63.43
UK,UK,battery,grid,capaStInResi,5.16
AT,AT,electricIndustryHeating,,capaConvResi,100
BE,BE,electricIndustryHeating,,capaConvResi,100
BG,BG,electricIndustryHeating,,capaConvResi,100
CH,CH,electricIndustryHeating,,capaConvResi,100
CZ,CZ,electricIndustryHeating,,capaConvResi,100
DK,DK,electricIndustryHeating,,capaConvResi,100
EE,EE,electricIndustryHeating,,capaConvResi,100
ES,ES,electricIndustryHeating,,capaConvResi,100
FI,FI,electricIndustryHeating,,capaConvResi,100
FR,FR,electricIndustryHeating,,capaConvResi,100
GR,GR,electricIndustryHeating,,capaConvResi,100
HR,HR,electricIndustryHeating,,capaConvResi,100
HU,HU,electricIndustryHeating,,capaConvResi,100
IE,IE,electricIndustryHeating,,capaConvResi,100
IT,IT,electricIndustryHeating,,capaConvResi,100
LT,LT,electricIndustryHeating,,capaConvResi,100
LU,LU,electricIndustryHeating,,capaConvResi,100
LV,LV,electricIndustryHeating,,capaConvResi,100
NL,NL,electricIndustryHeating,,capaConvResi,100
NO,NO,electricIndustryHeating,,capaConvResi,100
NONEU_Balkan,NONEU_Balkan,electricIndustryHeating,,capaConvResi,100
PL,PL,electricIndustryHeating,,capaConvResi,100
PT,PT,electricIndustryHeating,,capaConvResi,100
RO,RO,electricIndustryHeating,,capaConvResi,100
SE,SE,electricIndustryHeating,,capaConvResi,100
SI,SI,electricIndustryHeating,,capaConvResi,100
SK,SK,electricIndustryHeating,,capaConvResi,100
TR,TR,electricIndustryHeating,,capaConvResi,100
UK,UK,electricIndustryHeating,,capaConvResi,100
AT,AT,caes,,capaStOutResi,0
BE,BE,caes,,capaStOutResi,0
BG,BG,caes,,capaStOutResi,0
CH,CH,caes,,capaStOutResi,0
CZ,CZ,caes,,capaStOutResi,0
DK,DK,caes,,capaStOutResi,0
EE,EE,caes,,capaStOutResi,0
ES,ES,caes,,capaStOutResi,0
FI,FI,caes,,capaStOutResi,0
FR,FR,caes,,capaStOutResi,0
GR,GR,caes,,capaStOutResi,0
HR,HR,caes,,capaStOutResi,0
HU,HU,caes,,capaStOutResi,0
IE,IE,caes,,capaStOutResi,0
IT,IT,caes,,capaStOutResi,0
LT,LT,caes,,capaStOutResi,0
LU,LU,caes,,capaStOutResi,0
LV,LV,caes,,capaStOutResi,0
NL,NL,caes,,capaStOutResi,0
NO,NO,caes,,capaStOutResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStOutResi,0
PL,PL,caes,,capaStOutResi,0
PT,PT,caes,,capaStOutResi,0
RO,RO,caes,,capaStOutResi,0
SE,SE,caes,,capaStOutResi,0
SI,SI,caes,,capaStOutResi,0
SK,SK,caes,,capaStOutResi,0
TR,TR,caes,,capaStOutResi,0
UK,UK,caes,,capaStOutResi,0
AT,AT,caes,,capaStSizeResi,0
BE,BE,caes,,capaStSizeResi,0
BG,BG,caes,,capaStSizeResi,0
CH,CH,caes,,capaStSizeResi,0
CZ,CZ,caes,,capaStSizeResi,0
DK,DK,caes,,capaStSizeResi,0
EE,EE,caes,,capaStSizeResi,0
ES,ES,caes,,capaStSizeResi,0
FI,FI,caes,,capaStSizeResi,0
FR,FR,caes,,capaStSizeResi,0
GR,GR,caes,,capaStSizeResi,0
HR,HR,caes,,capaStSizeResi,0
HU,HU,caes,,capaStSizeResi,0
IE,IE,caes,,capaStSizeResi,0
IT,IT,caes,,capaStSizeResi,0
LT,LT,caes,,capaStSizeResi,0
LU,LU,caes,,capaStSizeResi,0
LV,LV,caes,,capaStSizeResi,0
NL,NL,caes,,capaStSizeResi,0
NO,NO,caes,,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStSizeResi,0
PL,PL,caes,,capaStSizeResi,0
PT,PT,caes,,capaStSizeResi,0
RO,RO,caes,,capaStSizeResi,0
SE,SE,caes,,capaStSizeResi,0
SI,SI,caes,,capaStSizeResi,0
SK,SK,caes,,capaStSizeResi,0
TR,TR,caes,,capaStSizeResi,0
UK,UK,caes,,capaStSizeResi,0
AT,AT,caes,,capaStInResi,0
BE,BE,caes,,capaStInResi,0
BG,BG,caes,,capaStInResi,0
CH,CH,caes,,capaStInResi,0
CZ,CZ,caes,,capaStInResi,0
DK,DK,caes,,capaStInResi,0
EE,EE,caes,,capaStInResi,0
ES,ES,caes,,capaStInResi,0
FI,FI,caes,,capaStInResi,0
FR,FR,caes,,capaStInResi,0
GR,GR,caes,,capaStInResi,0
HR,HR,caes,,capaStInResi,0
HU,HU,caes,,capaStInResi,0
IE,IE,caes,,capaStInResi,0
IT,IT,caes,,capaStInResi,0
LT,LT,caes,,capaStInResi,0
LU,LU,caes,,capaStInResi,0
LV,LV,caes,,capaStInResi,0
NL,NL,caes,,capaStInResi,0
NO,NO,caes,,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStInResi,0
PL,PL,caes,,capaStInResi,0
PT,PT,caes,,capaStInResi,0
RO,RO,caes,,capaStInResi,0
SE,SE,caes,,capaStInResi,0
SI,SI,caes,,capaStInResi,0
SK,SK,caes,,capaStInResi,0
TR,TR,caes,,capaStInResi,0
UK,UK,caes,,capaStInResi,0
AT,AT,rooftop,rooftop_b,capaConvResi,0
BE,BE,rooftop,rooftop_b,capaConvResi,0
BG,BG,rooftop,rooftop_b,capaConvResi,0
CH,CH,rooftop,rooftop_b,capaConvResi,0
CZ,CZ,rooftop,rooftop_b,capaConvResi,0
DK,DK,rooftop,rooftop_b,capaConvResi,0
EE,EE,rooftop,rooftop_b,capaConvResi,0
ES,ES,rooftop,rooftop_b,capaConvResi,0
FI,FI,rooftop,rooftop_b,capaConvResi,0
FR,FR,rooftop,rooftop_b,capaConvResi,0
GR,GR,rooftop,rooftop_b,capaConvResi,0
HR,HR,rooftop,rooftop_b,capaConvResi,0
HU,HU,rooftop,rooftop_b,capaConvResi,0
IE,IE,rooftop,rooftop_b,capaConvResi,0
IT,IT,rooftop,rooftop_b,capaConvResi,0
LT,LT,rooftop,rooftop_b,capaConvResi,0
LU,LU,rooftop,rooftop_b,capaConvResi,0
LV,LV,rooftop,rooftop_b,capaConvResi,0
NL,NL,rooftop,rooftop_b,capaConvResi,0
NO,NO,rooftop,rooftop_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_b,capaConvResi,0
PL,PL,rooftop,rooftop_b,capaConvResi,0
PT,PT,rooftop,rooftop_b,capaConvResi,0
RO,RO,rooftop,rooftop_b,capaConvResi,0
SE,SE,rooftop,rooftop_b,capaConvResi,0
SI,SI,rooftop,rooftop_b,capaConvResi,0
SK,SK,rooftop,rooftop_b,capaConvResi,0
TR,TR,rooftop,rooftop_b,capaConvResi,0
UK,UK,rooftop,rooftop_b,capaConvResi,0
AT,AT,rooftop,rooftop_a,capaConvResi,0
BE,BE,rooftop,rooftop_a,capaConvResi,0
BG,BG,rooftop,rooftop_a,capaConvResi,0
CH,CH,rooftop,rooftop_a,capaConvResi,0
CZ,CZ,rooftop,rooftop_a,capaConvResi,0
DK,DK,rooftop,rooftop_a,capaConvResi,0
EE,EE,rooftop,rooftop_a,capaConvResi,0
ES,ES,rooftop,rooftop_a,capaConvResi,0
FI,FI,rooftop,rooftop_a,capaConvResi,0
FR,FR,rooftop,rooftop_a,capaConvResi,0
GR,GR,rooftop,rooftop_a,capaConvResi,0
HR,HR,rooftop,rooftop_a,capaConvResi,0
HU,HU,rooftop,rooftop_a,capaConvResi,0
IE,IE,rooftop,rooftop_a,capaConvResi,0
IT,IT,rooftop,rooftop_a,capaConvResi,0
LT,LT,rooftop,rooftop_a,capaConvResi,0
LU,LU,rooftop,rooftop_a,capaConvResi,0
LV,LV,rooftop,rooftop_a,capaConvResi,0
NL,NL,rooftop,rooftop_a,capaConvResi,0
NO,NO,rooftop,rooftop_a,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_a,capaConvResi,0
PL,PL,rooftop,rooftop_a,capaConvResi,0
PT,PT,rooftop,rooftop_a,capaConvResi,0
RO,RO,rooftop,rooftop_a,capaConvResi,0
SE,SE,rooftop,rooftop_a,capaConvResi,0
SI,SI,rooftop,rooftop_a,capaConvResi,0
SK,SK,rooftop,rooftop_a,capaConvResi,0
TR,TR,rooftop,rooftop_a,capaConvResi,0
UK,UK,rooftop,rooftop_a,capaConvResi,0
AT,AT,electricMobility,,capaConvResi,100
BE,BE,electricMobility,,capaConvResi,100
BG,BG,electricMobility,,capaConvResi,100
CH,CH,electricMobility,,capaConvResi,100
CZ,CZ,electricMobility,,capaConvResi,100
DK,DK,electricMobility,,capaConvResi,100
EE,EE,electricMobility,,capaConvResi,100
ES,ES,electricMobility,,capaConvResi,100
FI,FI,electricMobility,,capaConvResi,100
FR,FR,electricMobility,,capaConvResi,100
GR,GR,electricMobility,,capaConvResi,100
HR,HR,electricMobility,,capaConvResi,100
HU,HU,electricMobility,,capaConvResi,100
IE,IE,electricMobility,,capaConvResi,100
IT,IT,electricMobility,,capaConvResi,100
LT,LT,electricMobility,,capaConvResi,100
LU,LU,electricMobility,,capaConvResi,100
LV,LV,electricMobility,,capaConvResi,100
NL,NL,electricMobility,,capaConvResi,100
NO,NO,electricMobility,,capaConvResi,100
NONEU_Balkan,NONEU_Balkan,electricMobility,,capaConvResi,100
PL,PL,electricMobility,,capaConvResi,100
PT,PT,electricMobility,,capaConvResi,100
RO,RO,electricMobility,,capaConvResi,100
SE,SE,electricMobility,,capaConvResi,100
SI,SI,electricMobility,,capaConvResi,100
SK,SK,electricMobility,,capaConvResi,100
TR,TR,electricMobility,,capaConvResi,100
UK,UK,electricMobility,,capaConvResi,100
