region_1,region_2,technology_1,technology_2,parameter,value
SI,SI,methanation,,capaConvResi,0.0
SK,SK,methanation,,capaConvResi,0.0
TR,TR,methanation,,capaConvResi,0.0
UK,UK,methanation,,capaConvResi,0.0
AT,AT,ocgtHydrogen,,capaConvResi,5.61
BE,BE,ocgtHydrogen,,capaConvResi,20.0
BG,BG,ocgtHydrogen,,capaConvResi,10.81
CH,CH,ocgtHydrogen,,capaConvResi,13.6
CZ,CZ,ocgtHydrogen,,capaConvResi,14.87
DK,DK,ocgtHydrogen,,capaConvResi,8.37
EE,EE,ocgtHydrogen,,capaConvResi,3.72
ES,ES,ocgtHydrogen,,capaConvResi,24.75
FI,FI,ocgtHydrogen,,capaConvResi,0.0
FR,FR,ocgtHydrogen,,capaConvResi,110.35
GR,GR,ocgtHydrogen,,capaConvResi,1.32
HR,HR,ocgtHydrogen,,capaConvResi,2.98
HU,HU,ocgtHydrogen,,capaConvResi,37.96
IE,IE,ocgtHydrogen,,capaConvResi,5.0
IT,IT,ocgtHydrogen,,capaConvResi,47.72
LT,LT,ocgtHydrogen,,capaConvResi,0.87
LU,LU,ocgtHydrogen,,capaConvResi,0.0
LV,LV,ocgtHydrogen,,capaConvResi,5.75
NL,NL,ocgtHydrogen,,capaConvResi,44.27
NO,NO,ocgtHydrogen,,capaConvResi,4.15
NONEU_Balkan,NONEU_Balkan,ocgtHydrogen,,capaConvResi,5.81
PL,PL,ocgtHydrogen,,capaConvResi,39.24
PT,PT,ocgtHydrogen,,capaConvResi,3.05
RO,RO,ocgtHydrogen,,capaConvResi,14.38
SE,SE,ocgtHydrogen,,capaConvResi,4.82
SI,SI,ocgtHydrogen,,capaConvResi,0.0
SK,SK,ocgtHydrogen,,capaConvResi,4.26
TR,TR,ocgtHydrogen,,capaConvResi,35.98
UK,UK,ocgtHydrogen,,capaConvResi,72.17
AT,AT,gasPlant,,capaConvResi,0.0
BE,BE,gasPlant,,capaConvResi,0.0
BG,BG,gasPlant,,capaConvResi,2.67
CH,CH,gasPlant,,capaConvResi,0.0
CZ,CZ,gasPlant,,capaConvResi,0.0
DK,DK,gasPlant,,capaConvResi,0.0
EE,EE,gasPlant,,capaConvResi,0.97
ES,ES,gasPlant,,capaConvResi,0.0
FI,FI,gasPlant,,capaConvResi,6.55
FR,FR,gasPlant,,capaConvResi,0.0
GR,GR,gasPlant,,capaConvResi,0.93
HR,HR,gasPlant,,capaConvResi,0.0
HU,HU,gasPlant,,capaConvResi,0.0
IE,IE,gasPlant,,capaConvResi,0.0
IT,IT,gasPlant,,capaConvResi,0.0
LT,LT,gasPlant,,capaConvResi,0.31
LU,LU,gasPlant,,capaConvResi,0.0
LV,LV,gasPlant,,capaConvResi,0.0
NL,NL,gasPlant,,capaConvResi,0.0
NO,NO,gasPlant,,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,gasPlant,,capaConvResi,0.0
PL,PL,gasPlant,,capaConvResi,0.0
PT,PT,gasPlant,,capaConvResi,0.0
RO,RO,gasPlant,,capaConvResi,0.0
SE,SE,gasPlant,,capaConvResi,0.0
SI,SI,gasPlant,,capaConvResi,0.0
SK,SK,gasPlant,,capaConvResi,0.0
TR,TR,gasPlant,,capaConvResi,11.89
UK,UK,gasPlant,,capaConvResi,0.0
AT,AT,wind_onshore,onshore_b,capaConvResi,0.0
BE,BE,wind_onshore,onshore_b,capaConvResi,0.0
BG,BG,wind_onshore,onshore_b,capaConvResi,0.0
CH,CH,wind_onshore,onshore_b,capaConvResi,0.0
CZ,CZ,wind_onshore,onshore_b,capaConvResi,0.0
DK,DK,wind_onshore,onshore_b,capaConvResi,0.0
EE,EE,wind_onshore,onshore_b,capaConvResi,0.0
ES,ES,wind_onshore,onshore_b,capaConvResi,0.0
FI,FI,wind_onshore,onshore_b,capaConvResi,0.0
FR,FR,wind_onshore,onshore_b,capaConvResi,0.0
GR,GR,wind_onshore,onshore_b,capaConvResi,0.0
HR,HR,wind_onshore,onshore_b,capaConvResi,0.0
HU,HU,wind_onshore,onshore_b,capaConvResi,0.0
IE,IE,wind_onshore,onshore_b,capaConvResi,0.0
IT,IT,wind_onshore,onshore_b,capaConvResi,0.0
LT,LT,wind_onshore,onshore_b,capaConvResi,0.0
LU,LU,wind_onshore,onshore_b,capaConvResi,0.0
LV,LV,wind_onshore,onshore_b,capaConvResi,0.0
NL,NL,wind_onshore,onshore_b,capaConvResi,0.0
NO,NO,wind_onshore,onshore_b,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,wind_onshore,onshore_b,capaConvResi,0.0
PL,PL,wind_onshore,onshore_b,capaConvResi,0.0
PT,PT,wind_onshore,onshore_b,capaConvResi,0.0
RO,RO,wind_onshore,onshore_b,capaConvResi,0.0
SE,SE,wind_onshore,onshore_b,capaConvResi,0.0
SI,SI,wind_onshore,onshore_b,capaConvResi,0.0
SK,SK,wind_onshore,onshore_b,capaConvResi,0.0
TR,TR,wind_onshore,onshore_b,capaConvResi,0.0
UK,UK,wind_onshore,onshore_b,capaConvResi,0.0
AT,AT,openspace,openspace_b,capaConvResi,15.04
BE,BE,openspace,openspace_b,capaConvResi,14.59
BG,BG,openspace,openspace_b,capaConvResi,8.44
CH,CH,openspace,openspace_b,capaConvResi,9.34
CZ,CZ,openspace,openspace_b,capaConvResi,18.99
DK,DK,openspace,openspace_b,capaConvResi,8.69
EE,EE,openspace,openspace_b,capaConvResi,1.29
ES,ES,openspace,openspace_b,capaConvResi,118.49
FI,FI,openspace,openspace_b,capaConvResi,9.11
FR,FR,openspace,openspace_b,capaConvResi,114.19
GR,GR,openspace,openspace_b,capaConvResi,38.99
HR,HR,openspace,openspace_b,capaConvResi,5.84
HU,HU,openspace,openspace_b,capaConvResi,11.64
IE,IE,openspace,openspace_b,capaConvResi,8.14
IT,IT,openspace,openspace_b,capaConvResi,74.09
LT,LT,openspace,openspace_b,capaConvResi,14.99
LU,LU,openspace,openspace_b,capaConvResi,1.04
LV,LV,openspace,openspace_b,capaConvResi,8.65
NL,NL,openspace,openspace_b,capaConvResi,18.04
NO,NO,openspace,openspace_b,capaConvResi,5.99
NONEU_Balkan,NONEU_Balkan,openspace,openspace_b,capaConvResi,43.79
PL,PL,openspace,openspace_b,capaConvResi,74.99
PT,PT,openspace,openspace_b,capaConvResi,12.54
RO,RO,openspace,openspace_b,capaConvResi,62.99
SE,SE,openspace,openspace_b,capaConvResi,21.44
SI,SI,openspace,openspace_b,capaConvResi,2.84
SK,SK,openspace,openspace_b,capaConvResi,8.79
TR,TR,openspace,openspace_b,capaConvResi,220.44
UK,UK,openspace,openspace_b,capaConvResi,76.49
AT,AT,biomassPlant,,capaConvResi,0.0
BE,BE,biomassPlant,,capaConvResi,0.0
BG,BG,biomassPlant,,capaConvResi,0.0
CH,CH,biomassPlant,,capaConvResi,0.0
CZ,CZ,biomassPlant,,capaConvResi,0.0
DK,DK,biomassPlant,,capaConvResi,0.0
EE,EE,biomassPlant,,capaConvResi,0.0
ES,ES,biomassPlant,,capaConvResi,0.0
FI,FI,biomassPlant,,capaConvResi,0.0
FR,FR,biomassPlant,,capaConvResi,0.0
GR,GR,biomassPlant,,capaConvResi,0.0
HR,HR,biomassPlant,,capaConvResi,0.0
HU,HU,biomassPlant,,capaConvResi,0.0
IE,IE,biomassPlant,,capaConvResi,0.0
IT,IT,biomassPlant,,capaConvResi,0.0
LT,LT,biomassPlant,,capaConvResi,0.0
LU,LU,biomassPlant,,capaConvResi,0.0
LV,LV,biomassPlant,,capaConvResi,0.0
NL,NL,biomassPlant,,capaConvResi,0.0
NO,NO,biomassPlant,,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,biomassPlant,,capaConvResi,0.0
PL,PL,biomassPlant,,capaConvResi,0.0
PT,PT,biomassPlant,,capaConvResi,0.0
RO,RO,biomassPlant,,capaConvResi,0.0
SE,SE,biomassPlant,,capaConvResi,0.0
SI,SI,biomassPlant,,capaConvResi,0.0
SK,SK,biomassPlant,,capaConvResi,0.0
TR,TR,biomassPlant,,capaConvResi,0.0
UK,UK,biomassPlant,,capaConvResi,0.0
AT,AT,battery,grid,capaStOutResi,0.0
BE,BE,battery,grid,capaStOutResi,0.0
BG,BG,battery,grid,capaStOutResi,0.0
CH,CH,battery,grid,capaStOutResi,0.0
CZ,CZ,battery,grid,capaStOutResi,0.0
DK,DK,battery,grid,capaStOutResi,0.0
EE,EE,battery,grid,capaStOutResi,0.0
ES,ES,battery,grid,capaStOutResi,0.0
FI,FI,battery,grid,capaStOutResi,0.0
FR,FR,battery,grid,capaStOutResi,0.0
GR,GR,battery,grid,capaStOutResi,0.0
HR,HR,battery,grid,capaStOutResi,0.0
HU,HU,battery,grid,capaStOutResi,0.0
IE,IE,battery,grid,capaStOutResi,0.0
IT,IT,battery,grid,capaStOutResi,0.0
LT,LT,battery,grid,capaStOutResi,0.0
LU,LU,battery,grid,capaStOutResi,0.0
LV,LV,battery,grid,capaStOutResi,0.0
NL,NL,battery,grid,capaStOutResi,0.0
NO,NO,battery,grid,capaStOutResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStOutResi,0.0
PL,PL,battery,grid,capaStOutResi,0.0
PT,PT,battery,grid,capaStOutResi,0.0
RO,RO,battery,grid,capaStOutResi,0.0
SE,SE,battery,grid,capaStOutResi,0.0
SI,SI,battery,grid,capaStOutResi,0.0
SK,SK,battery,grid,capaStOutResi,0.0
TR,TR,battery,grid,capaStOutResi,0.0
UK,UK,battery,grid,capaStOutResi,0.0
AT,AT,battery,grid,capaStSizeResi,0.0
BE,BE,battery,grid,capaStSizeResi,0.0
BG,BG,battery,grid,capaStSizeResi,0.0
CH,CH,battery,grid,capaStSizeResi,0.0
CZ,CZ,battery,grid,capaStSizeResi,0.0
DK,DK,battery,grid,capaStSizeResi,0.0
EE,EE,battery,grid,capaStSizeResi,0.0
ES,ES,battery,grid,capaStSizeResi,0.0
FI,FI,battery,grid,capaStSizeResi,0.0
FR,FR,battery,grid,capaStSizeResi,0.0
GR,GR,battery,grid,capaStSizeResi,0.0
HR,HR,battery,grid,capaStSizeResi,0.0
HU,HU,battery,grid,capaStSizeResi,0.0
IE,IE,battery,grid,capaStSizeResi,0.0
IT,IT,battery,grid,capaStSizeResi,0.0
LT,LT,battery,grid,capaStSizeResi,0.0
LU,LU,battery,grid,capaStSizeResi,0.0
LV,LV,battery,grid,capaStSizeResi,0.0
NL,NL,battery,grid,capaStSizeResi,0.0
NO,NO,battery,grid,capaStSizeResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStSizeResi,0.0
PL,PL,battery,grid,capaStSizeResi,0.0
PT,PT,battery,grid,capaStSizeResi,0.0
RO,RO,battery,grid,capaStSizeResi,0.0
SE,SE,battery,grid,capaStSizeResi,0.0
SI,SI,battery,grid,capaStSizeResi,0.0
SK,SK,battery,grid,capaStSizeResi,0.0
TR,TR,battery,grid,capaStSizeResi,0.0
UK,UK,battery,grid,capaStSizeResi,0.0
AT,AT,battery,grid,capaStInResi,0.0
BE,BE,battery,grid,capaStInResi,0.0
BG,BG,battery,grid,capaStInResi,0.0
CH,CH,battery,grid,capaStInResi,0.0
CZ,CZ,battery,grid,capaStInResi,0.0
DK,DK,battery,grid,capaStInResi,0.0
EE,EE,battery,grid,capaStInResi,0.0
ES,ES,battery,grid,capaStInResi,0.0
FI,FI,battery,grid,capaStInResi,0.0
FR,FR,battery,grid,capaStInResi,0.0
GR,GR,battery,grid,capaStInResi,0.0
HR,HR,battery,grid,capaStInResi,0.0
HU,HU,battery,grid,capaStInResi,0.0
IE,IE,battery,grid,capaStInResi,0.0
IT,IT,battery,grid,capaStInResi,0.0
LT,LT,battery,grid,capaStInResi,0.0
LU,LU,battery,grid,capaStInResi,0.0
LV,LV,battery,grid,capaStInResi,0.0
NL,NL,battery,grid,capaStInResi,0.0
NO,NO,battery,grid,capaStInResi,0.0
NONEU_Balkan,NONEU_Balkan,battery,grid,capaStInResi,0.0
PL,PL,battery,grid,capaStInResi,0.0
PT,PT,battery,grid,capaStInResi,0.0
RO,RO,battery,grid,capaStInResi,0.0
SE,SE,battery,grid,capaStInResi,0.0
SI,SI,battery,grid,capaStInResi,0.0
SK,SK,battery,grid,capaStInResi,0.0
TR,TR,battery,grid,capaStInResi,0.0
UK,UK,battery,grid,capaStInResi,0.0
AT,AT,electricIndustryHeating,,capaConvResi,100.0
BE,BE,electricIndustryHeating,,capaConvResi,100.0
BG,BG,electricIndustryHeating,,capaConvResi,100.0
CH,CH,electricIndustryHeating,,capaConvResi,100.0
CZ,CZ,electricIndustryHeating,,capaConvResi,100.0
DK,DK,electricIndustryHeating,,capaConvResi,100.0
EE,EE,electricIndustryHeating,,capaConvResi,100.0
ES,ES,electricIndustryHeating,,capaConvResi,100.0
FI,FI,electricIndustryHeating,,capaConvResi,100.0
FR,FR,electricIndustryHeating,,capaConvResi,100.0
GR,GR,electricIndustryHeating,,capaConvResi,100.0
HR,HR,electricIndustryHeating,,capaConvResi,100.0
HU,HU,electricIndustryHeating,,capaConvResi,100.0
IE,IE,electricIndustryHeating,,capaConvResi,100.0
IT,IT,electricIndustryHeating,,capaConvResi,100.0
LT,LT,electricIndustryHeating,,capaConvResi,100.0
LU,LU,electricIndustryHeating,,capaConvResi,100.0
LV,LV,electricIndustryHeating,,capaConvResi,100.0
NL,NL,electricIndustryHeating,,capaConvResi,100.0
NO,NO,electricIndustryHeating,,capaConvResi,100.0
NONEU_Balkan,NONEU_Balkan,electricIndustryHeating,,capaConvResi,100.0
PL,PL,electricIndustryHeating,,capaConvResi,100.0
PT,PT,electricIndustryHeating,,capaConvResi,100.0
RO,RO,electricIndustryHeating,,capaConvResi,100.0
SE,SE,electricIndustryHeating,,capaConvResi,100.0
SI,SI,electricIndustryHeating,,capaConvResi,100.0
SK,SK,electricIndustryHeating,,capaConvResi,100.0
TR,TR,electricIndustryHeating,,capaConvResi,100.0
UK,UK,electricIndustryHeating,,capaConvResi,100.0
AT,AT,caes,,capaStOutResi,0.0
BE,BE,caes,,capaStOutResi,0.0
BG,BG,caes,,capaStOutResi,0.0
CH,CH,caes,,capaStOutResi,0.0
CZ,CZ,caes,,capaStOutResi,0.0
DK,DK,caes,,capaStOutResi,0.0
EE,EE,caes,,capaStOutResi,0.0
ES,ES,caes,,capaStOutResi,0.0
FI,FI,caes,,capaStOutResi,6.58
FR,FR,caes,,capaStOutResi,0.0
GR,GR,caes,,capaStOutResi,0.0
HR,HR,caes,,capaStOutResi,0.0
HU,HU,caes,,capaStOutResi,0.0
IE,IE,caes,,capaStOutResi,2.43
IT,IT,caes,,capaStOutResi,0.0
LT,LT,caes,,capaStOutResi,0.0
LU,LU,caes,,capaStOutResi,0.0
LV,LV,caes,,capaStOutResi,0.0
NL,NL,caes,,capaStOutResi,0.0
NO,NO,caes,,capaStOutResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStOutResi,0.0
PL,PL,caes,,capaStOutResi,0.0
PT,PT,caes,,capaStOutResi,0.0
RO,RO,caes,,capaStOutResi,0.0
SE,SE,caes,,capaStOutResi,0.0
SI,SI,caes,,capaStOutResi,0.0
SK,SK,caes,,capaStOutResi,0.0
TR,TR,caes,,capaStOutResi,0.06
UK,UK,caes,,capaStOutResi,0.0
AT,AT,caes,,capaStSizeResi,0.0
BE,BE,caes,,capaStSizeResi,0.0
BG,BG,caes,,capaStSizeResi,0.0
CH,CH,caes,,capaStSizeResi,0.0
CZ,CZ,caes,,capaStSizeResi,0.0
DK,DK,caes,,capaStSizeResi,0.0
EE,EE,caes,,capaStSizeResi,0.0
ES,ES,caes,,capaStSizeResi,0.0
FI,FI,caes,,capaStSizeResi,159.38
FR,FR,caes,,capaStSizeResi,0.0
GR,GR,caes,,capaStSizeResi,0.0
HR,HR,caes,,capaStSizeResi,0.0
HU,HU,caes,,capaStSizeResi,0.0
IE,IE,caes,,capaStSizeResi,59.01
IT,IT,caes,,capaStSizeResi,0.0
LT,LT,caes,,capaStSizeResi,0.0
LU,LU,caes,,capaStSizeResi,0.0
LV,LV,caes,,capaStSizeResi,0.0
NL,NL,caes,,capaStSizeResi,0.0
NO,NO,caes,,capaStSizeResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStSizeResi,0.0
PL,PL,caes,,capaStSizeResi,0.0
PT,PT,caes,,capaStSizeResi,0.0
RO,RO,caes,,capaStSizeResi,0.0
SE,SE,caes,,capaStSizeResi,0.0
SI,SI,caes,,capaStSizeResi,0.0
SK,SK,caes,,capaStSizeResi,0.0
TR,TR,caes,,capaStSizeResi,1.54
UK,UK,caes,,capaStSizeResi,0.0
AT,AT,caes,,capaStInResi,0.0
BE,BE,caes,,capaStInResi,0.0
BG,BG,caes,,capaStInResi,0.0
CH,CH,caes,,capaStInResi,0.0
CZ,CZ,caes,,capaStInResi,0.0
DK,DK,caes,,capaStInResi,0.0
EE,EE,caes,,capaStInResi,0.0
ES,ES,caes,,capaStInResi,0.0
FI,FI,caes,,capaStInResi,2.57
FR,FR,caes,,capaStInResi,0.0
GR,GR,caes,,capaStInResi,0.0
HR,HR,caes,,capaStInResi,0.0
HU,HU,caes,,capaStInResi,0.0
IE,IE,caes,,capaStInResi,0.98
IT,IT,caes,,capaStInResi,0.0
LT,LT,caes,,capaStInResi,0.0
LU,LU,caes,,capaStInResi,0.0
LV,LV,caes,,capaStInResi,0.0
NL,NL,caes,,capaStInResi,0.0
NO,NO,caes,,capaStInResi,0.0
NONEU_Balkan,NONEU_Balkan,caes,,capaStInResi,0.0
PL,PL,caes,,capaStInResi,0.0
PT,PT,caes,,capaStInResi,0.0
RO,RO,caes,,capaStInResi,0.0
SE,SE,caes,,capaStInResi,0.0
SI,SI,caes,,capaStInResi,0.0
SK,SK,caes,,capaStInResi,0.0
TR,TR,caes,,capaStInResi,0.02
UK,UK,caes,,capaStInResi,0.0
AT,AT,rooftop,rooftop_b,capaConvResi,8.59
BE,BE,rooftop,rooftop_b,capaConvResi,6.29
BG,BG,rooftop,rooftop_b,capaConvResi,11.66
CH,CH,rooftop,rooftop_b,capaConvResi,5.49
CZ,CZ,rooftop,rooftop_b,capaConvResi,11.26
DK,DK,rooftop,rooftop_b,capaConvResi,0.0
EE,EE,rooftop,rooftop_b,capaConvResi,0.0
ES,ES,rooftop,rooftop_b,capaConvResi,65.2
FI,FI,rooftop,rooftop_b,capaConvResi,0.0
FR,FR,rooftop,rooftop_b,capaConvResi,74.06
GR,GR,rooftop,rooftop_b,capaConvResi,18.46
HR,HR,rooftop,rooftop_b,capaConvResi,3.93
HU,HU,rooftop,rooftop_b,capaConvResi,13.03
IE,IE,rooftop,rooftop_b,capaConvResi,0.0
IT,IT,rooftop,rooftop_b,capaConvResi,47.03
LT,LT,rooftop,rooftop_b,capaConvResi,0.0
LU,LU,rooftop,rooftop_b,capaConvResi,0.39
LV,LV,rooftop,rooftop_b,capaConvResi,0.0
NL,NL,rooftop,rooftop_b,capaConvResi,9.36
NO,NO,rooftop,rooftop_b,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_b,capaConvResi,24.63
PL,PL,rooftop,rooftop_b,capaConvResi,39.53
PT,PT,rooftop,rooftop_b,capaConvResi,10.33
RO,RO,rooftop,rooftop_b,capaConvResi,32.69
SE,SE,rooftop,rooftop_b,capaConvResi,0.0
SI,SI,rooftop,rooftop_b,capaConvResi,1.59
SK,SK,rooftop,rooftop_b,capaConvResi,5.39
TR,TR,rooftop,rooftop_b,capaConvResi,14.23
UK,UK,rooftop,rooftop_b,capaConvResi,0.0
AT,AT,rooftop,rooftop_a,capaConvResi,8.59
BE,BE,rooftop,rooftop_a,capaConvResi,6.29
BG,BG,rooftop,rooftop_a,capaConvResi,11.66
CH,CH,rooftop,rooftop_a,capaConvResi,5.49
CZ,CZ,rooftop,rooftop_a,capaConvResi,11.26
DK,DK,rooftop,rooftop_a,capaConvResi,0.0
EE,EE,rooftop,rooftop_a,capaConvResi,0.0
ES,ES,rooftop,rooftop_a,capaConvResi,65.19
FI,FI,rooftop,rooftop_a,capaConvResi,0.0
FR,FR,rooftop,rooftop_a,capaConvResi,74.06
GR,GR,rooftop,rooftop_a,capaConvResi,18.46
HR,HR,rooftop,rooftop_a,capaConvResi,3.93
HU,HU,rooftop,rooftop_a,capaConvResi,13.03
IE,IE,rooftop,rooftop_a,capaConvResi,0.0
IT,IT,rooftop,rooftop_a,capaConvResi,47.03
LT,LT,rooftop,rooftop_a,capaConvResi,0.0
LU,LU,rooftop,rooftop_a,capaConvResi,0.39
LV,LV,rooftop,rooftop_a,capaConvResi,0.0
NL,NL,rooftop,rooftop_a,capaConvResi,9.36
NO,NO,rooftop,rooftop_a,capaConvResi,0.0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_a,capaConvResi,24.63
PL,PL,rooftop,rooftop_a,capaConvResi,39.53
PT,PT,rooftop,rooftop_a,capaConvResi,10.33
RO,RO,rooftop,rooftop_a,capaConvResi,32.69
SE,SE,rooftop,rooftop_a,capaConvResi,0.0
SI,SI,rooftop,rooftop_a,capaConvResi,1.59
SK,SK,rooftop,rooftop_a,capaConvResi,5.39
TR,TR,rooftop,rooftop_a,capaConvResi,14.23
UK,UK,rooftop,rooftop_a,capaConvResi,0.0
AT,AT,electricMobility,,capaConvResi,100.0
BE,BE,electricMobility,,capaConvResi,100.0
BG,BG,electricMobility,,capaConvResi,100.0
CH,CH,electricMobility,,capaConvResi,100.0
CZ,CZ,electricMobility,,capaConvResi,100.0
DK,DK,electricMobility,,capaConvResi,100.0
EE,EE,electricMobility,,capaConvResi,100.0
ES,ES,electricMobility,,capaConvResi,100.0
FI,FI,electricMobility,,capaConvResi,100.0
FR,FR,electricMobility,,capaConvResi,100.0
GR,GR,electricMobility,,capaConvResi,100.0
HR,HR,electricMobility,,capaConvResi,100.0
HU,HU,electricMobility,,capaConvResi,100.0
IE,IE,electricMobility,,capaConvResi,100.0
IT,IT,electricMobility,,capaConvResi,100.0
LT,LT,electricMobility,,capaConvResi,100.0
LU,LU,electricMobility,,capaConvResi,100.0
LV,LV,electricMobility,,capaConvResi,100.0
NL,NL,electricMobility,,capaConvResi,100.0
NO,NO,electricMobility,,capaConvResi,100.0
NONEU_Balkan,NONEU_Balkan,electricMobility,,capaConvResi,100.0
PL,PL,electricMobility,,capaConvResi,100.0
PT,PT,electricMobility,,capaConvResi,100.0
RO,RO,electricMobility,,capaConvResi,100.0
SE,SE,electricMobility,,capaConvResi,100.0
SI,SI,electricMobility,,capaConvResi,100.0
SK,SK,electricMobility,,capaConvResi,100.0
TR,TR,electricMobility,,capaConvResi,100.0
UK,UK,electricMobility,,capaConvResi,100.0
